Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,WHO Region
,Congo (Kinshasa),-4.0383,21.7587,2020-05-05,705,34,90,Africa
,Costa Rica,9.7489,-83.7534,2020-05-05,755,6,413,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-05-05,1464,18,701,Africa
,Croatia,45.1,15.2,2020-05-05,2112,83,1560,Europe
,Cuba,21.521757,-77.78116700000000,2020-05-05,1685,69,954,Americas
,Cyprus,35.1264,33.4299,2020-05-05,878,15,296,Europe
,Czechia,49.8175,15.473000000000000,2020-05-05,7896,257,4006,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-05,187,0,185,Europe
Greenland,Greenland,71.7069,-42.6043,2020-05-05,11,0,11,Europe
,Denmark,56.2639,9.5018,2020-05-05,9821,503,7296,Europe
,Djibouti,11.8251,42.5903,2020-05-05,1120,2,745,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-05-05,8480,354,1905,Americas
,Ecuador,-1.8312,-78.1834,2020-05-05,31881,1569,3433,Americas
,Egypt,26.820553000000000,30.802498000000000,2020-05-05,7201,452,1730,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-05-05,587,14,205,Americas
,Equatorial Guinea,1.6508,10.2679,2020-05-05,315,3,13,Africa
,Eritrea,15.1794,39.7823,2020-05-05,39,0,30,Africa
,Estonia,58.5953,25.0136,2020-05-05,1711,55,261,Europe
,Eswatini,-26.5225,31.4659,2020-05-05,119,1,12,Africa
,Ethiopia,9.145,40.4897,2020-05-05,145,4,91,Africa
,Fiji,-17.7134,178.065,2020-05-05,18,0,14,Western Pacific
,Finland,61.92411,25.748151,2020-05-05,5412,246,3500,Europe
French Guiana,France,3.9339,-53.1258,2020-05-05,133,1,100,Europe
French Polynesia,France,-17.6797,149.4068,2020-05-05,60,0,54,Europe
Guadeloupe,France,16.265,-61.551,2020-05-05,152,12,98,Europe
Mayotte,France,-12.8275,45.166244,2020-05-05,739,9,352,Europe
New Caledonia,France,-20.904305000000000,165.618042,2020-05-05,18,0,17,Europe
Reunion,France,-21.1151,55.5364,2020-05-05,424,0,300,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-05-05,6,0,6,Europe
St Martin,France,18.0708,-63.0501,2020-05-05,38,3,29,Europe
Martinique,France,14.6415,-61.0242,2020-05-05,181,14,83,Europe
,France,46.2276,2.2137,2020-05-05,168935,25498,51803,Europe
,Gabon,-0.8037,11.6094,2020-05-05,397,6,93,Africa
,Gambia,13.4432,-15.3101,2020-05-05,17,1,9,Africa
,Georgia,42.3154,43.3569,2020-05-05,604,9,240,Europe
,Germany,51.165691000000000,10.451526,2020-05-05,167007,6993,135100,Europe
,Ghana,7.9465,-1.0232,2020-05-05,2719,18,294,Africa
,Greece,39.0742,21.8243,2020-05-05,2642,146,1374,Europe
,Guatemala,15.7835,-90.2308,2020-05-05,763,19,79,Americas
,Guinea,9.9456,-9.6966,2020-05-05,1811,10,498,Africa
,Guyana,4.860416000000000,-58.93018000000000,2020-05-05,93,10,27,Americas
,Haiti,18.9712,-72.2852,2020-05-05,101,12,10,Americas
,Holy See,41.9029,12.4534,2020-05-05,11,0,2,Europe
,Honduras,15.2,-86.2419,2020-05-05,1270,93,122,Americas
,Hungary,47.1625,19.5033,2020-05-05,3065,363,709,Europe
,Iceland,64.9631,-19.0208,2020-05-05,1799,10,1733,Europe
,India,20.593684,78.96288,2020-05-05,49400,1693,14142,South-East Asia
,Indonesia,-0.7893,113.9213,2020-05-05,12071,872,2197,South-East Asia
,Iran,32.427908,53.68804600000000,2020-05-05,99970,6340,80475,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-05-05,2431,102,1571,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-05-05,21983,1339,13386,Europe
,Israel,31.046051000000000,34.851612,2020-05-05,16289,238,10465,Europe
,Italy,41.87194,12.56738,2020-05-05,213013,29315,85231,Europe
,Jamaica,18.1096,-77.2975,2020-05-05,473,9,56,Americas
,Japan,36.204824,138.252924,2020-05-05,15354,593,4496,Western Pacific
,Jordan,31.24,36.51,2020-05-05,471,9,375,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-05-05,4205,29,1279,Europe
,Kenya,-0.0236,37.9062,2020-05-05,535,24,182,Africa
,South Korea,35.90775700000000,127.766922,2020-05-05,10806,255,9333,Western Pacific
,Kuwait,29.311660000000000,47.481766,2020-05-05,5804,40,2032,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-05-05,843,11,600,Europe
,Latvia,56.8796,24.6032,2020-05-05,896,17,348,Europe
,Lebanon,33.8547,35.8623,2020-05-05,741,25,206,Eastern Mediterranean
,Liberia,6.4280550000000000,-9.429499,2020-05-05,170,20,58,Africa
,Liechtenstein,47.14,9.55,2020-05-05,82,1,80,Europe
,Lithuania,55.1694,23.8813,2020-05-05,1423,46,678,Europe
,Luxembourg,49.8153,6.1296,2020-05-05,3840,96,3412,Europe
,Madagascar,-18.766947000000000,46.869107,2020-05-05,151,0,101,Africa
,Malaysia,4.210484000000000,101.97576600000000,2020-05-05,6383,106,4567,Western Pacific
,Maldives,3.2028,73.2207,2020-05-05,573,2,20,South-East Asia
,Malta,35.9375,14.3754,2020-05-05,482,5,403,Europe
,Mauritania,21.0079,-10.9408,2020-05-05,8,1,6,Africa
,Mauritius,-20.348404000000000,57.552152,2020-05-05,332,10,319,Africa
,Mexico,23.6345,-102.5528,2020-05-05,26025,2507,16810,Americas
,Moldova,47.4116,28.3699,2020-05-05,4363,136,1544,Europe
,Monaco,43.7333,7.4167,2020-05-05,95,4,81,Europe
,Mongolia,46.8625,103.8467,2020-05-05,41,0,13,Western Pacific
,Montenegro,42.708678000000000,19.37439,2020-05-05,324,8,253,Europe
,Morocco,31.7917,-7.0926,2020-05-05,5219,181,1838,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-05-05,16,0,8,Africa
,Nepal,28.1667,84.25,2020-05-05,82,0,16,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-05-05,101,2,82,Europe
Curacao,Netherlands,12.1696,-68.99,2020-05-05,16,1,13,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-05,76,14,44,Europe
,Netherlands,52.1326,5.2913,2020-05-05,41087,5168,0,Europe
,New Zealand,-40.9006,174.886,2020-05-05,1488,21,1316,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-05-05,16,5,7,Americas
,Niger,17.607789,8.081666,2020-05-05,763,38,543,Africa
,Nigeria,9.082,8.6753,2020-05-05,2950,98,481,Africa
,North Macedonia,41.6086,21.7453,2020-05-05,1526,86,1013,Europe
,Norway,60.472,8.4689,2020-05-05,7955,215,32,Europe
,Oman,21.512583,55.92325500000000,2020-05-05,2735,13,858,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-05-05,24073,564,6464,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-05-05,7523,210,823,Americas
,Papua New Guinea,-6.314993,143.95555,2020-05-05,8,0,8,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-05-05,431,10,135,Americas
,Peru,-9.19,-75.0152,2020-05-05,51189,1444,15413,Americas
,Philippines,12.879721,121.77401700000000,2020-05-05,9684,637,1408,Western Pacific
,Poland,51.9194,19.1451,2020-05-05,14431,716,4280,Europe
,Portugal,39.3999,-8.2245,2020-05-05,25702,1074,1743,Europe
,Qatar,25.3548,51.1839,2020-05-05,17142,12,1924,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-05-05,13837,841,5454,Europe
,Russia,61.52401,105.31875600000000,2020-05-05,155370,1451,19865,Europe
,Rwanda,-1.9403,29.8739,2020-05-05,261,0,129,Africa
,Saint Lucia,13.9094,-60.9789,2020-05-05,18,0,15,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-05,17,0,9,Americas
,San Marino,43.9424,12.4578,2020-05-05,589,41,92,Europe
,Saudi Arabia,23.885942,45.079162,2020-05-05,30251,200,5431,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-05-05,1329,11,470,Africa
,Serbia,44.0165,21.0059,2020-05-05,9677,200,1723,Europe
,Seychelles,-4.6796,55.492,2020-05-05,11,0,8,Africa
,Singapore,1.2833,103.8333,2020-05-05,19410,18,1519,Western Pacific
,Slovakia,48.669,19.699,2020-05-05,1421,25,741,Europe
,Slovenia,46.1512,14.9955,2020-05-05,1445,98,244,Europe
,Somalia,5.152149,46.199616,2020-05-05,835,38,75,Eastern Mediterranean
,South Africa,-30.5595,22.9375,2020-05-05,7572,148,2746,Africa
,Spain,40.463667,-3.7492200000000000,2020-05-05,219329,25613,123486,Europe
,Sri Lanka,7.873054,80.77179700000000,2020-05-05,771,9,213,South-East Asia
,Sudan,12.8628,30.2176,2020-05-05,778,45,70,Eastern Mediterranean
,Suriname,3.9193,-56.0278,2020-05-05,10,1,9,Americas
,Sweden,60.128161,18.643501,2020-05-05,23216,2854,0,Europe
,Switzerland,46.8182,8.2275,2020-05-05,30009,1795,25400,Europe
,Taiwan*,23.7,121.0,2020-05-05,438,6,334,Western Pacific
,Tanzania,-6.369028,34.888822,2020-05-05,480,16,167,Africa
,Thailand,15.870032,100.992541,2020-05-05,2988,54,2747,South-East Asia
,Togo,8.6195,0.8248,2020-05-05,128,9,74,Africa
,Trinidad and Tobago,10.6918,-61.2225,2020-05-05,116,8,103,Americas
,Tunisia,33.886917,9.537499,2020-05-05,1022,43,482,Eastern Mediterranean
,Turkey,38.9637,35.2433,2020-05-05,129491,3520,73285,Europe
,Uganda,1.373333,32.290275,2020-05-05,98,0,55,Africa
,Ukraine,48.3794,31.1656,2020-05-05,12697,316,1875,Europe
,United Arab Emirates,23.424076,53.847818000000000,2020-05-05,15192,146,3153,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,2020-05-05,115,7,54,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-05,78,1,30,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,2020-05-05,545,40,406,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-05,144,0,133,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,2020-05-05,326,23,271,Europe
Montserrat,United Kingdom,16.742498,-62.187366000000000,2020-05-05,11,1,7,Europe
,United Kingdom,55.3781,-3.4360000000000000,2020-05-05,195527,29446,0,Europe
,Uruguay,-32.5228,-55.7658,2020-05-05,670,17,468,Americas
,US,40.0,-100.0,2020-05-05,1208271,72393,189791,Americas
,Uzbekistan,41.377491,64.585262,2020-05-05,2207,10,1501,Europe
,Venezuela,6.4238,-66.5897,2020-05-05,361,10,158,Americas
,Vietnam,14.058324000000000,108.277199,2020-05-05,271,0,232,Western Pacific
,Zambia,-13.133897,27.849332,2020-05-05,138,3,92,Africa
,Zimbabwe,-19.015438,29.154857,2020-05-05,34,4,5,Africa
,Dominica,15.415,-61.371,2020-05-05,16,0,14,Americas
,Grenada,12.1165,-61.679000000000000,2020-05-05,21,0,13,Americas
,Mozambique,-18.665695,35.529562,2020-05-05,81,0,0,Africa
,Syria,34.802075,38.99681500000000,2020-05-05,44,3,0,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,2020-05-05,24,0,0,South-East Asia
,Belize,17.1899,-88.4976,2020-05-05,18,2,16,Americas
,Laos,19.856270000000000,102.495496,2020-05-05,19,0,9,Western Pacific
,Libya,26.3351,17.228331,2020-05-05,63,3,23,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,2020-05-05,371,2,127,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,2020-05-05,413,1,19,Africa
,Mali,17.570692,-3.996166000000000,2020-05-05,612,32,228,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,2020-05-05,15,0,12,Americas
Northwest Territories,Canada,64.8255,-124.8457,2020-05-05,5,0,0,Americas
Yukon,Canada,64.2823,-135.0,2020-05-05,11,0,0,Americas
,Kosovo,42.602636,20.902977,2020-05-05,856,26,490,Europe
,Burma,21.9162,95.956,2020-05-05,161,6,49,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,2020-05-05,3,0,3,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-05-05,6,1,3,Europe
Turks and Caicos Islands,United Kingdom,21.69400000000000,-71.7979,2020-05-05,12,1,6,Europe
,Botswana,-22.3285,24.6849,2020-05-05,23,1,8,Africa
,Burundi,-3.3731,29.9189,2020-05-05,15,1,7,Africa
,Sierra Leone,8.460555000000000,-11.779889,2020-05-05,199,11,43,Africa
,Malawi,-13.2543,34.3015,2020-05-05,41,3,9,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-05-05,13,0,13,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-05-05,1,0,0,Europe
,South Sudan,6.8770000000000000,31.307,2020-05-05,52,0,0,Africa
,Western Sahara,24.2155,-12.8858,2020-05-05,6,0,5,Africa
,Sao Tome and Principe,0.1864,6.6131,2020-05-05,174,3,4,Africa
,Yemen,15.552727000000000,48.516388,2020-05-05,22,4,1,Eastern Mediterranean
,Comoros,-11.6455,43.3333,2020-05-05,3,0,0,Africa
,Tajikistan,38.861,71.2761,2020-05-05,293,5,0,Europe
,Lesotho,-29.61,28.2336,2020-05-05,0,0,0,Africa
,Afghanistan,33.93911,67.709953,2020-05-06,3392,104,458,Eastern Mediterranean
,Albania,41.1533,20.1683,2020-05-06,832,31,595,Europe
,Algeria,28.0339,1.6596,2020-05-06,4997,476,2197,Africa
,Andorra,42.5063,1.5218,2020-05-06,751,46,521,Europe
,Angola,-11.2027,17.8739,2020-05-06,36,2,11,Africa
,Antigua and Barbuda,17.0608,-61.7964,2020-05-06,25,3,16,Americas
,Argentina,-38.4161,-63.6167,2020-05-06,5208,273,1524,Americas
,Armenia,40.0691,45.0382,2020-05-06,2782,40,1135,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,2020-05-06,107,3,103,Western Pacific
New South Wales,Australia,-33.8688,151.2093,2020-05-06,3044,44,2463,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,2020-05-06,29,0,27,Western Pacific
Queensland,Australia,-27.4698,153.0251,2020-05-06,1045,6,989,Western Pacific
South Australia,Australia,-34.9285,138.6007,2020-05-06,438,4,432,Western Pacific
Tasmania,Australia,-42.8821,147.3272,2020-05-06,226,13,167,Western Pacific
Victoria,Australia,-37.8136,144.9631,2020-05-06,1454,18,1322,Western Pacific
Western Australia,Australia,-31.9505,115.8605,2020-05-06,551,9,528,Western Pacific
,Austria,47.5162,14.5501,2020-05-06,15684,608,13639,Europe
,Azerbaijan,40.1431,47.5769,2020-05-06,2127,28,1536,Europe
,Bahamas,25.025885,-78.035889,2020-05-06,92,11,26,Americas
,Bahrain,26.0275,50.55,2020-05-06,3934,8,1860,Eastern Mediterranean
,Bangladesh,23.685,90.3563,2020-05-06,11719,186,1403,South-East Asia
,Barbados,13.1939,-59.5432,2020-05-06,82,7,47,Americas
,Belarus,53.7098,27.9534,2020-05-06,19255,112,4388,Europe
,Belgium,50.8333,4.469936,2020-05-06,50781,8339,12731,Europe
,Benin,9.3077,2.3158,2020-05-06,96,2,50,Africa
,Bhutan,27.5142,90.4336,2020-05-06,7,0,5,South-East Asia
,Bolivia,-16.2902,-63.5887,2020-05-06,1886,91,198,Americas
,Bosnia and Herzegovina,43.9159,17.6791,2020-05-06,1987,86,928,Europe
,Brazil,-14.235,-51.9253,2020-05-06,126611,8588,51370,Americas
,Brunei,4.5353,114.7277,2020-05-06,139,1,131,Western Pacific
,Bulgaria,42.7339,25.4858,2020-05-06,1778,84,360,Europe
,Burkina Faso,12.2383,-1.5616,2020-05-06,729,48,555,Africa
,Cabo Verde,16.5388,-23.0418,2020-05-06,191,2,38,Africa
,Cambodia,11.55,104.9167,2020-05-06,122,0,120,Western Pacific
,Cameroon,3.8480000000000000,11.5021,2020-05-06,2265,108,1000,Africa
Alberta,Canada,53.9333,-116.5765,2020-05-06,5963,112,0,Americas
British Columbia,Canada,53.7267,-127.6476,2020-05-06,2255,124,0,Americas
Manitoba,Canada,53.7609,-98.8139,2020-05-06,286,7,0,Americas
New Brunswick,Canada,46.5653,-66.4619,2020-05-06,120,0,0,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-06,259,3,0,Americas
Nova Scotia,Canada,44.682000000000000,-63.7443,2020-05-06,998,41,0,Americas
Ontario,Canada,51.2538,-85.3232,2020-05-06,19910,1560,0,Americas
Prince Edward Island,Canada,46.5107,-63.4168,2020-05-06,27,0,0,Americas
Quebec,Canada,52.9399,-73.5491,2020-05-06,34334,2511,0,Americas
Saskatchewan,Canada,52.9399,-106.4509,2020-05-06,512,7,0,Americas
,Central African Republic,6.6111,20.9394,2020-05-06,94,0,10,Africa
,Chad,15.4542,18.7322,2020-05-06,170,17,43,Africa
,Chile,-35.6751,-71.543,2020-05-06,25826,281,11189,Americas
Anhui,China,31.8257,117.2264,2020-05-06,991,6,985,Western Pacific
Beijing,China,40.1824,116.4142,2020-05-06,593,9,557,Western Pacific
Chongqing,China,30.0572,107.874,2020-05-06,579,6,573,Western Pacific
Fujian,China,26.0789,117.9874,2020-05-06,356,1,354,Western Pacific
Gansu,China,35.7518,104.2861,2020-05-06,139,2,137,Western Pacific
Guangdong,China,23.3417,113.4244,2020-05-06,1589,8,1575,Western Pacific
Guangxi,China,23.8298,108.7881,2020-05-06,254,2,252,Western Pacific
Guizhou,China,26.8154,106.8748,2020-05-06,147,2,145,Western Pacific
Hainan,China,19.1959,109.7453,2020-05-06,168,6,162,Western Pacific
Hebei,China,39.549,116.1306,2020-05-06,328,6,0,Western Pacific
Heilongjiang,China,47.862000000000000,127.7615,2020-05-06,944,13,793,Western Pacific
Henan,China,37.8957,114.9042,2020-05-06,1276,22,0,Western Pacific
Hong Kong,China,22.3,114.2,2020-05-06,1040,4,932,Western Pacific
Hubei,China,30.9756,112.2707,2020-05-06,68128,4512,63616,Western Pacific
Hunan,China,27.6104,111.7088,2020-05-06,1019,4,1015,Western Pacific
Inner Mongolia,China,44.0935,113.9448,2020-05-06,201,1,171,Western Pacific
Jiangsu,China,32.9711,119.455,2020-05-06,653,0,651,Western Pacific
Jiangxi,China,27.614,115.7221,2020-05-06,937,1,936,Western Pacific
Jilin,China,43.6661,126.1923,2020-05-06,112,1,103,Western Pacific
Liaoning,China,41.2956,122.6085,2020-05-06,146,2,144,Western Pacific
Macau,China,22.1667,113.55,2020-05-06,45,0,40,Western Pacific
Ningxia,China,37.2692,106.1655,2020-05-06,75,0,75,Western Pacific
Qinghai,China,35.7452,95.9956,2020-05-06,18,0,18,Western Pacific
Shaanxi,China,35.1917,108.8701,2020-05-06,308,3,266,Western Pacific
Shandong,China,36.3427,118.1498,2020-05-06,788,7,775,Western Pacific
Shanghai,China,31.202000000000000,121.4491,2020-05-06,657,7,620,Western Pacific
Shanxi,China,37.5777,112.2922,2020-05-06,198,0,194,Western Pacific
Sichuan,China,30.6171,102.7103,2020-05-06,561,3,558,Western Pacific
Tianjin,China,39.3054,117.323,2020-05-06,190,3,186,Western Pacific
Tibet,China,31.6927,88.0924,2020-05-06,1,0,1,Western Pacific
Xinjiang,China,41.1129,85.2401,2020-05-06,76,3,73,Western Pacific
Yunnan,China,24.974,101.48700000000000,2020-05-06,185,2,181,Western Pacific
Zhejiang,China,29.1832,120.0934,2020-05-06,1268,1,1267,Western Pacific
,Colombia,4.5709,-74.2973,2020-05-06,8959,397,2148,Americas
,Congo (Brazzaville),-0.228,15.8277,2020-05-06,264,10,30,Africa
,Congo (Kinshasa),-4.0383,21.7587,2020-05-06,797,35,92,Africa
,Costa Rica,9.7489,-83.7534,2020-05-06,761,6,428,Americas
,Cote d'Ivoire,7.54,-5.5471,2020-05-06,1516,18,721,Africa
,Croatia,45.1,15.2,2020-05-06,2119,85,1601,Europe
,Cuba,21.521757,-77.78116700000000,2020-05-06,1703,69,1001,Americas
,Cyprus,35.1264,33.4299,2020-05-06,883,15,296,Europe
,Czechia,49.8175,15.473000000000000,2020-05-06,7974,262,4205,Europe
Faroe Islands,Denmark,61.8926,-6.9118,2020-05-06,187,0,185,Europe
Greenland,Greenland,71.7069,-42.6043,2020-05-06,11,0,11,Europe
,Denmark,56.2639,9.5018,2020-05-06,9938,506,7493,Europe
,Djibouti,11.8251,42.5903,2020-05-06,1124,3,755,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,2020-05-06,8807,362,1960,Americas
,Ecuador,-1.8312,-78.1834,2020-05-06,31881,1618,3433,Americas
,Egypt,26.820553000000000,30.802498000000000,2020-05-06,7588,469,1815,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,2020-05-06,633,15,219,Americas
,Equatorial Guinea,1.6508,10.2679,2020-05-06,439,4,13,Africa
,Eritrea,15.1794,39.7823,2020-05-06,39,0,30,Africa
,Estonia,58.5953,25.0136,2020-05-06,1713,55,264,Europe
,Eswatini,-26.5225,31.4659,2020-05-06,123,2,12,Africa
,Ethiopia,9.145,40.4897,2020-05-06,162,4,93,Africa
,Fiji,-17.7134,178.065,2020-05-06,18,0,14,Western Pacific
,Finland,61.92411,25.748151,2020-05-06,5573,252,3500,Europe
French Guiana,France,3.9339,-53.1258,2020-05-06,138,1,111,Europe
French Polynesia,France,-17.6797,149.4068,2020-05-06,60,0,54,Europe
Guadeloupe,France,16.265,-61.551,2020-05-06,152,13,104,Europe
Mayotte,France,-12.8275,45.166244,2020-05-06,739,9,352,Europe
New Caledonia,France,-20.904305000000000,165.618042,2020-05-06,18,0,18,Europe
Reunion,France,-21.1151,55.5364,2020-05-06,425,0,300,Europe
Saint Barthelemy,France,17.9,-62.8333,2020-05-06,6,0,6,Europe
St Martin,France,18.0708,-63.0501,2020-05-06,38,3,29,Europe
Martinique,France,14.6415,-61.0242,2020-05-06,182,14,83,Europe
,France,46.2276,2.2137,2020-05-06,172465,25772,53022,Europe
,Gabon,-0.8037,11.6094,2020-05-06,397,6,93,Africa
,Gambia,13.4432,-15.3101,2020-05-06,17,1,9,Africa
,Georgia,42.3154,43.3569,2020-05-06,610,9,269,Europe
,Germany,51.165691000000000,10.451526,2020-05-06,168162,7275,139900,Europe
,Ghana,7.9465,-1.0232,2020-05-06,3091,18,294,Africa
,Greece,39.0742,21.8243,2020-05-06,2663,147,1374,Europe
,Guatemala,15.7835,-90.2308,2020-05-06,798,21,86,Americas
,Guinea,9.9456,-9.6966,2020-05-06,1856,11,597,Africa
,Guyana,4.860416000000000,-58.93018000000000,2020-05-06,93,10,27,Americas
,Haiti,18.9712,-72.2852,2020-05-06,101,12,10,Americas
,Holy See,41.9029,12.4534,2020-05-06,12,0,2,Europe
,Honduras,15.2,-86.2419,2020-05-06,1461,99,132,Americas
,Hungary,47.1625,19.5033,2020-05-06,3111,373,759,Europe
,Iceland,64.9631,-19.0208,2020-05-06,1799,10,1750,Europe
,India,20.593684,78.96288,2020-05-06,52987,1785,15331,South-East Asia
,Indonesia,-0.7893,113.9213,2020-05-06,12438,895,2317,South-East Asia
,Iran,32.427908,53.68804600000000,2020-05-06,101650,6418,81587,Eastern Mediterranean
,Iraq,33.223191,43.679291,2020-05-06,2480,102,1602,Eastern Mediterranean
,Ireland,53.1424,-7.6921,2020-05-06,22248,1375,17110,Europe
,Israel,31.046051000000000,34.851612,2020-05-06,16310,239,10637,Europe
,Italy,41.87194,12.56738,2020-05-06,214457,29684,93245,Europe
,Jamaica,18.1096,-77.2975,2020-05-06,478,9,57,Americas
,Japan,36.204824,138.252924,2020-05-06,15455,605,4496,Western Pacific
,Jordan,31.24,36.51,2020-05-06,473,9,377,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,2020-05-06,4422,30,1408,Europe
,Kenya,-0.0236,37.9062,2020-05-06,582,26,190,Africa
,South Korea,35.90775700000000,127.766922,2020-05-06,10810,256,9419,Western Pacific
,Kuwait,29.311660000000000,47.481766,2020-05-06,6289,42,2219,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,2020-05-06,871,12,614,Europe
,Latvia,56.8796,24.6032,2020-05-06,900,17,464,Europe
,Lebanon,33.8547,35.8623,2020-05-06,750,25,206,Eastern Mediterranean
,Liberia,6.4280550000000000,-9.429499,2020-05-06,178,20,75,Africa
,Liechtenstein,47.14,9.55,2020-05-06,82,1,81,Europe
,Lithuania,55.1694,23.8813,2020-05-06,1428,48,718,Europe
,Luxembourg,49.8153,6.1296,2020-05-06,3851,98,3452,Europe
,Madagascar,-18.766947000000000,46.869107,2020-05-06,158,0,101,Africa
,Malaysia,4.210484000000000,101.97576600000000,2020-05-06,6428,107,4702,Western Pacific
,Maldives,3.2028,73.2207,2020-05-06,617,2,20,South-East Asia
,Malta,35.9375,14.3754,2020-05-06,484,5,407,Europe
,Mauritania,21.0079,-10.9408,2020-05-06,8,1,6,Africa
,Mauritius,-20.348404000000000,57.552152,2020-05-06,332,10,320,Africa
,Mexico,23.6345,-102.5528,2020-05-06,27634,2704,17781,Americas
,Moldova,47.4116,28.3699,2020-05-06,4476,143,1658,Europe
,Monaco,43.7333,7.4167,2020-05-06,95,4,82,Europe
,Mongolia,46.8625,103.8467,2020-05-06,41,0,13,Western Pacific
,Montenegro,42.708678000000000,19.37439,2020-05-06,324,8,261,Europe
,Morocco,31.7917,-7.0926,2020-05-06,5408,183,2017,Eastern Mediterranean
,Namibia,-22.9576,18.4904,2020-05-06,16,0,8,Africa
,Nepal,28.1667,84.25,2020-05-06,99,0,22,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,2020-05-06,101,2,89,Europe
Curacao,Netherlands,12.1696,-68.99,2020-05-06,16,1,13,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-06,76,14,44,Europe
,Netherlands,52.1326,5.2913,2020-05-06,41319,5204,0,Europe
,New Zealand,-40.9006,174.886,2020-05-06,1489,21,1332,Western Pacific
,Nicaragua,12.865416,-85.207229,2020-05-06,16,5,7,Americas
,Niger,17.607789,8.081666,2020-05-06,770,38,561,Africa
,Nigeria,9.082,8.6753,2020-05-06,3145,103,534,Africa
,North Macedonia,41.6086,21.7453,2020-05-06,1539,88,1057,Europe
,Norway,60.472,8.4689,2020-05-06,7996,216,32,Europe
,Oman,21.512583,55.92325500000000,2020-05-06,2903,13,888,Eastern Mediterranean
,Pakistan,30.3753,69.3451,2020-05-06,24644,585,6464,Eastern Mediterranean
,Panama,8.538,-80.7821,2020-05-06,7731,218,859,Americas
,Papua New Guinea,-6.314993,143.95555,2020-05-06,8,0,8,Western Pacific
,Paraguay,-23.4425,-58.4438,2020-05-06,440,10,142,Americas
,Peru,-9.19,-75.0152,2020-05-06,54817,1533,17527,Americas
,Philippines,12.879721,121.77401700000000,2020-05-06,10004,658,1506,Western Pacific
,Poland,51.9194,19.1451,2020-05-06,14740,733,4655,Europe
,Portugal,39.3999,-8.2245,2020-05-06,26182,1089,2076,Europe
,Qatar,25.3548,51.1839,2020-05-06,17972,12,2070,Eastern Mediterranean
,Romania,45.9432,24.9668,2020-05-06,14107,864,5788,Europe
,Russia,61.52401,105.31875600000000,2020-05-06,165929,1537,21327,Europe
,Rwanda,-1.9403,29.8739,2020-05-06,268,0,130,Africa
,Saint Lucia,13.9094,-60.9789,2020-05-06,18,0,15,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-05-06,17,0,9,Americas
,San Marino,43.9424,12.4578,2020-05-06,608,41,97,Europe
,Saudi Arabia,23.885942,45.079162,2020-05-06,31938,209,6783,Eastern Mediterranean
,Senegal,14.4974,-14.4524,2020-05-06,1433,12,493,Africa
,Serbia,44.0165,21.0059,2020-05-06,9791,203,1971,Europe
,Seychelles,-4.6796,55.492,2020-05-06,11,0,8,Africa
